category1_code,category2_code,product_code,title,itemurl,imageurl,price,clean_title,title_length,image_path,label
FASHION,READY-TO-WEAR,PP75819V67489,Bestickter Tweed  Schwarz & Weiß,https://www.chanel.com/de/mode/p/P75819V67489M9999/jacke-bestickter-tweed/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/jacket-black-white-embroidered-tweed-embroidered-tweed-packshot-default-p75819v67489m9999-9530896449566.jpg",12500.0,bestickter tweed  schwarz & weiß,32,images_cache/PP75819V67489.jpg,28
FASHION,READY-TO-WEAR,PP75820V67489,Tweed  Schwarz & Weiß,https://www.chanel.com/de/mode/p/P75820V67489M9999/rock-tweed/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/skirt-black-white-tweed-tweed-packshot-default-p75820v67489m9999-9530902216734.jpg",4500.0,tweed  schwarz & weiß,21,images_cache/PP75820V67489.jpg,28
FASHION,READY-TO-WEAR,PP75829V67162,Seiden-Crêpe-Jacquard  Rosa,https://www.chanel.com/de/mode/p/P75829V67162NR604/rock-seiden-crepe-jacquard/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/skirt-pink-silk-crepe-jacquard-silk-crepe-jacquard-packshot-default-p75829v67162nr604-9530901856286.jpg",4950.0,seiden-crêpe-jacquard  rosa,27,images_cache/PP75829V67162.jpg,28
FASHION,READY-TO-WEAR,PP75831V67634,Irisierender Wolltweed  Pink  Schwarz & Weiß,https://www.chanel.com/de/mode/p/P75831V67634NR945/jacke-irisierender-wolltweed/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/jacket-fuchsia-black-white-iridescent-wool-tweed-iridescent-wool-tweed-packshot-default-p75831v67634nr945-9530898317342.jpg",7300.0,irisierender wolltweed  pink  schwarz & weiß,44,images_cache/PP75831V67634.jpg,28
FASHION,READY-TO-WEAR,PP75859V67122,Beschichtetes Tuch  Schwarz,https://www.chanel.com/de/mode/p/P75859V6712294305/cape-beschichtetes-tuch/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/cape-black-coated-canvas-coated-canvas-packshot-default-p75859v6712294305-9530906116126.jpg",4950.0,beschichtetes tuch  schwarz,27,images_cache/PP75859V67122.jpg,28
FASHION,READY-TO-WEAR,PP76128K10947,Seide  Kaschmir & Metallic-Fasern  Schwarz  Weiß & silberfarben,https://www.chanel.com/de/mode/p/P76128K10947NS067/pullover-seide-kaschmir-metallic-fasern/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pullover-black-white-silver-silk-cashmere-metallic-fibers-silk-cashmere-metallic-fibers-packshot-default-p76128k10947ns067-9530904018974.jpg",3500.0,seide  kaschmir & metallic-fasern  schwarz  weiß & silberfarben,63,images_cache/PP76128K10947.jpg,28
WATCHES,WATCHES,PPH5700,Extrem widerstandsfähige weiße Keramik und Edelstahl,https://www.chanel.com/de/uhren/p/H5700/j12-kaliber-12-1-uhr-38-mm/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/j12-watch-caliber-12-1-38-mm-white-white-ceramic-steel-packshot-default-h5700-8825242714142.jpg",7850.0,extrem widerstandsfähige weiße keramik und edelstahl,52,images_cache/PPH5700.jpg,37
WATCHES,WATCHES,PPH6951,Edelstahl mit Gelbvergoldung (0 1 Mikron) und schwarzes Leder  schwarz lackiertes Zifferblatt,https://www.chanel.com/de/uhren/p/H6951/premiere-edition-originale/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/premiere-edition-originale-yellow-black-calfskin-gold-coating-packshot-default-h6951-9530399621150.jpg",6100.0,edelstahl mit gelbvergoldung (0 1 mikron) und schwarzes leder  schwarz lackiertes zifferblatt,93,images_cache/PPH6951.jpg,37
FASHION,READY-TO-WEAR,PP75791V67466,Tweed aus Wolle & Baumwolle  Rosa & Hellbeige,https://www.chanel.com/de/mode/p/P75791V67466NR723/jacke-tweed-aus-wolle-baumwolle/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/jacket-pink-light-beige-wool-cotton-tweed-wool-cotton-tweed-packshot-default-p75791v67466nr723-9530897006622.jpg",9900.0,tweed aus wolle & baumwolle  rosa & hellbeige,45,images_cache/PP75791V67466.jpg,28
FASHION,READY-TO-WEAR,PP75811V67688,Bedruckter Seiden-Mousseline  Schwarz & silberfarben,https://www.chanel.com/de/mode/p/P75811V67688NQ535/kleid-bedruckter-seiden-mousseline/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/dress-black-silver-printed-silk-muslin-printed-silk-muslin-packshot-default-p75811v67688nq535-9530909196318.jpg",7850.0,bedruckter seiden-mousseline  schwarz & silberfarben,52,images_cache/PP75811V67688.jpg,28
FASHION,READY-TO-WEAR,PP76063K10971,Kaschmir & Straußenfedern  Schwarz & Weiß,https://www.chanel.com/de/mode/p/P76063K10971NS597/pullover-kaschmir-straussenfedern/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pullover-black-white-cashmere-ostrich-feathers-cashmere-ostrich-feathers-packshot-default-p76063k10971ns597-9530906148894.jpg",4200.0,kaschmir & straußenfedern  schwarz & weiß,41,images_cache/PP76063K10971.jpg,28
FASHION,READY-TO-WEAR,PP76108K10960,Kaschmir & Seide  Weiß  Schwarz & Rosa,https://www.chanel.com/de/mode/p/P76108K10960NS439/pullover-kaschmir-seide/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pullover-white-black-pink-cashmere-silk-cashmere-silk-packshot-default-p76108k10960ns439-9530905985054.jpg",3900.0,kaschmir & seide  weiß  schwarz & rosa,38,images_cache/PP76108K10960.jpg,28
FRAGRANCE,WOMEN,PP125433,COFFRET – EAU DE PARFUM 100 ML UND PARFÜMIERTES SPRAY FÜR DAS HAAR 35 ML,https://www.chanel.com/de/parfum/p/125433/n5-coffret-eau-de-parfum-100-ml-und-parfuemiertes-spray-fuer-das-haar-35-ml/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_1.00,h_1.00,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/n-5-2pce-packshot-default-125433-8836616093726.jpg",222.0,coffret – eau de parfum 100 ml und parfümiertes spray für das haar 35 ml,72,images_cache/PP125433.jpg,38
SKINCARE,EYE & LIP CARE,PP133120,FEUCHTIGKEITSSPENDENDE AUGENCREME FÜR EINEN STRAHLENDEN BLICK,https://www.chanel.com/de/hautpflege/p/133120/hydra-beauty-micro-creme-yeux-feuchtigkeitsspendende-augencreme-fuer-einen-strahlenden-blick/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.43,h_0.43,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/0-5oz--packshot-default-133120-9521367679006.jpg",65.0,feuchtigkeitsspendende augencreme für einen strahlenden blick,61,images_cache/PP133120.jpg,13
SKINCARE,MASKS & EXFOLIATORS,PP141360,VITAMINHALTIGE TONERDE-MASKE GEGEN UMWELTSCHADSTOFFE,https://www.chanel.com/de/hautpflege/p/141360/le-masque-vitaminhaltige-tonerde-maske-gegen-umweltschadstoffe/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.63,h_0.63,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/le-masque-anti-pollution-vitamin-clay-mask-2-5fl-oz--packshot-default-141360-8835359146014.jpg",54.0,vitaminhaltige tonerde-maske gegen umweltschadstoffe,52,images_cache/PP141360.jpg,20
SKINCARE,MOISTURIZERS,PP141770,GLÄTTEND - FESTIGEND,https://www.chanel.com/de/hautpflege/p/141770/le-lift-creme-fine-glaettend-festigend/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.43,h_0.43,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/le-lift-creme-fine-smooths-firms-illuminates-1-7fl-oz--packshot-default-141770-8845081706526.jpg",125.0,glättend - festigend,20,images_cache/PP141770.jpg,23
SKINCARE,SERUMS,PP143180,INTENSIV HYDRATISIEREND UND AUFPOLSTERND,https://www.chanel.com/de/hautpflege/p/143180/hydra-beauty-micro-serum-intensiv-hydratisierend-und-aufpolsternd/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/hydra-beauty-micro-serum-intense-replenishing-hydration-1fl-oz--packshot-default-143180-8845084753950.jpg",87.0,intensiv hydratisierend und aufpolsternd,40,images_cache/PP143180.jpg,31
MAKEUP,FACE,PP167050,LANGANHALTENDER CONCEALER,https://www.chanel.com/de/make-up/p/167050/le-correcteur-de-chanel-langanhaltender-concealer/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.43,h_0.43,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/le-correcteur-de-chanel-longwear-concealer-b10-0-26oz--packshot-default-167050-8841710272542.jpg",38.0,langanhaltender concealer,25,images_cache/PP167050.jpg,16
MAKEUP,EYES,PP183802,AUGENBRAUENSTIFT  DEFINITION UND LANGER HALT,https://www.chanel.com/de/make-up/p/183810/stylo-sourcils-waterproof-augenbrauenstift-definition-und-langer-halt/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.63,h_0.63,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/stylo-sourcils-waterproof-defining-longwear-eyebrow-pencil-810-brun-profond-0-009oz--packshot-default-183810-8800844415006.jpg",40.0,augenbrauenstift  definition und langer halt,44,images_cache/PP183802.jpg,15
FASHION,READY-TO-WEAR,PP75146V66880,Seidentaft & Baumwolle  Weiß & Schwarz,https://www.chanel.com/de/mode/p/P75146V66880MB103/jacke-seidentaft-baumwolle/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/jacket-white-black-silk-taffetas-cotton-silk-taffetas-cotton-packshot-default-p75146v66880mb103-9526277439518.jpg",14900.0,seidentaft & baumwolle  weiß & schwarz,38,images_cache/PP75146V66880.jpg,28
FASHION,READY-TO-WEAR,PP75164V66915,Spitze  Schwarz,https://www.chanel.com/de/mode/p/P75164V6691594305/jumpsuit-spitze/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/jumpsuit-black-lace-lace-packshot-default-p75164v6691594305-9526336651294.jpg",5950.0,spitze  schwarz,15,images_cache/PP75164V66915.jpg,28
FRAGRANCE,BATH AND BODY,PP126739,KÖRPERCREME,https://www.chanel.com/de/parfum/p/126739/chance-eau-tendre-koerpercreme/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chance-eau-tendre-body-cream-5-29oz--packshot-default-126739-8858225541150.jpg",86.0,körpercreme,11,images_cache/PP126739.jpg,0
FRAGRANCE,BATH AND BODY,PP126800,DEODORANT SPRAY,https://www.chanel.com/de/parfum/p/126800/chance-eau-tendre-deodorant-spray/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.55,h_0.55,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chance-eau-tendre-deodorant-spray-3-4fl-oz--packshot-default-126800-8833886060574.jpg",50.0,deodorant spray,15,images_cache/PP126800.jpg,0
FRAGRANCE,WOMEN,PP129710,EAU DE PARFUM ZERSTÄUBER,https://www.chanel.com/de/parfum/p/129730/allure-sensuelle-eau-de-parfum-zerstaeuber/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/allure-sensuelle-eau-de-parfum-spray-3-4fl-oz--packshot-default-129730-8824194039838.jpg",157.0,eau de parfum zerstäuber,24,images_cache/PP129710.jpg,38
MAKEUP,BRUSHES AND ACCESSORIES,PP138830,MAKE-UP-SCHWAMM FÜR FLUID-TEXTUREN,https://www.chanel.com/de/make-up/p/138830/pinceau-eponge-teint-make-up-schwamm-fuer-fluid-texturen/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.55,h_0.55,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-pinceaux-de-chanel-sponge-brush-1pce-packshot-default-138830-8829502783518.jpg",26.0,make-up-schwamm für fluid-texturen,34,images_cache/PP138830.jpg,6
SKINCARE,CLEANSERS & MAKEUP REMOVERS,PP141450,SCHÄUMENDE REINIGUNGSCREME GEGEN UMWELTSCHADSTOFFE,https://www.chanel.com/de/hautpflege/p/141450/la-mousse-schaeumende-reinigungscreme-gegen-umweltschadstoffe/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.63,h_0.63,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/la-mousse-anti-pollution-cleansing-cream-to-foam-5fl-oz--packshot-default-141450-8845081378846.jpg",51.0,schäumende reinigungscreme gegen umweltschadstoffe,50,images_cache/PP141450.jpg,8
FRAGRANCE,MEN,PP124700,DEODORANT STICK,https://www.chanel.com/de/parfum/p/124700/platinum-egoiste-deodorant-stick/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/platinum-egoiste-deodorant-stick-2oz--packshot-default-124700-8824193155102.jpg",39.0,deodorant stick,15,images_cache/PP124700.jpg,21
FRAGRANCE,MEN,PP124930,DEODORANT SPRAY,https://www.chanel.com/de/parfum/p/124930/platinum-egoiste-deodorant-spray/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/platinum-egoiste-deodorant-spray-3-4fl-oz--packshot-default-124930-8824202035230.jpg",39.0,deodorant spray,15,images_cache/PP124930.jpg,21
MAKEUP,BRUSHES AND ACCESSORIES,PP138851,DOPPELSEITIGER AUGENBRAUEN-PINSEL: FORMEN UND DEFINIEREN,https://www.chanel.com/de/make-up/p/138851/pinceau-duo-sourcils-n207-doppelseitiger-augenbrauen-pinsel-formen-und-definieren/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.55,h_0.55,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-pinceaux-de-chanel-dual-ended-brow-brush-n-207-1pce-packshot-default-138851-8825970458654.jpg",40.0,doppelseitiger augenbrauen-pinsel: formen und definieren,56,images_cache/PP138851.jpg,6
MAKEUP,BRUSHES AND ACCESSORIES,PP138852,LIDSCHATTEN-PINSEL,https://www.chanel.com/de/make-up/p/138852/pinceau-ombreur-rond-n204-lidschatten-pinsel/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.55,h_0.55,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-pinceaux-de-chanel-rounded-eyeshadow-brush-n-204-1pce-packshot-default-138852-8825969967134.jpg",40.0,lidschatten-pinsel,18,images_cache/PP138852.jpg,6
MAKEUP,BRUSHES AND ACCESSORIES,PP138859,HIGHLIGHTER-PINSEL,https://www.chanel.com/de/make-up/p/138859/pinceau-illuminateur-retractable-n111-highlighter-pinsel/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.55,h_0.55,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-pinceaux-de-chanel-retractable-highlighter-brush-n-111-1pce-packshot-default-138859-8825970196510.jpg",40.0,highlighter-pinsel,18,images_cache/PP138859.jpg,6
MAKEUP,BRUSHES AND ACCESSORIES,PP138861,EINZIEHBARER PUDER-PINSEL,https://www.chanel.com/de/make-up/p/138861/pinceau-kabuki-retractable-n108-einziehbarer-puder-pinsel/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.55,h_0.55,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-pinceaux-de-chanel-retractable-kabuki-brush-n-108-1pce-packshot-default-138861-8825969704990.jpg",50.0,einziehbarer puder-pinsel,25,images_cache/PP138861.jpg,6
FASHION,READY-TO-WEAR,PP74528K10926,Seide & Alpaka  Weiß,https://www.chanel.com/de/mode/p/P74528K10926NR473/gamaschen-seide-alpaka/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/gaiters-white-silk-alpaca-silk-alpaca-packshot-artistique-vue1-p74528k10926nr473-9534317002782.jpg",1550.0,seide & alpaka  weiß,20,images_cache/PP74528K10926.jpg,28
FASHION,READY-TO-WEAR,PP75197V66805,Tweed & Perlen  Schwarz  Rot  Marineblau & Weiß,https://www.chanel.com/de/mode/p/P75197V66805NO639/kleid-tweed-perlen/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/dress-black-red-navy-blue-white-tweed-imitation-pearls-tweed-imitation-pearls-packshot-default-p75197v66805no639-9526264627230.jpg",9950.0,tweed & perlen  schwarz  rot  marineblau & weiß,47,images_cache/PP75197V66805.jpg,28
FASHION,READY-TO-WEAR,PP75203V66765,Baumwolltweed  Schwarz  Rosa  Grau & mehrfarbig,https://www.chanel.com/de/mode/p/P75203V66765NO618/hose-baumwolltweed/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/pants-black-pink-gray-multicolor-cotton-tweed-cotton-tweed-packshot-default-p75203v66765no618-9526333833246.jpg",3250.0,baumwolltweed  schwarz  rosa  grau & mehrfarbig,47,images_cache/PP75203V66765.jpg,28
FASHION,READY-TO-WEAR,PP75222V67022,Tweed & Perlen  Schwarz,https://www.chanel.com/de/mode/p/P75222V6702294305/jacke-tweed-perlen/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/jacket-black-tweed-imitation-pearls-tweed-imitation-pearls-packshot-default-p75222v6702294305-9526275506206.jpg",9950.0,tweed & perlen  schwarz,23,images_cache/PP75222V67022.jpg,28
FASHION,READY-TO-WEAR,PP75261V66669,Seiden-Crêpe  Schwarz,https://www.chanel.com/de/mode/p/P75261V6666994305/bluse-seiden-crepe/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/blouse-black-silk-crepe-silk-crepe-packshot-default-p75261v6666994305-9526263021598.jpg",3100.0,seiden-crêpe  schwarz,21,images_cache/PP75261V66669.jpg,28
FASHION,READY-TO-WEAR,PP75382K10798,Baumwolle & Wolle mit Stickereien  Bordeaux & mehrfarbig,https://www.chanel.com/de/mode/p/P75382K10798NO951/weste-baumwolle-wolle-mit-stickereien/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/vest-burgundy-multicolor-embroidered-cotton-wool-embroidered-cotton-wool-packshot-default-p75382k10798no951-9527440867358.jpg",7800.0,baumwolle & wolle mit stickereien  bordeaux & mehrfarbig,56,images_cache/PP75382K10798.jpg,28
FRAGRANCE,WOMEN,PP123450,EAU DE TOILETTE ZERSTÄUBER,https://www.chanel.com/de/parfum/p/123460/coco-eau-de-toilette-zerstaeuber/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/coco-eau-de-toilette-spray-3-4fl-oz--packshot-default-123460-8841520906270.jpg",136.0,eau de toilette zerstäuber,26,images_cache/PP123450.jpg,38
FRAGRANCE,WOMEN,PP126440,EAU DE TOILETTE ZERSTÄUBER,https://www.chanel.com/de/parfum/p/126460/chance-eau-de-toilette-zerstaeuber/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.51,h_0.51,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/chance-eau-de-toilette-spray-3-4fl-oz--packshot-default-126460-9519206006814.jpg",136.0,eau de toilette zerstäuber,26,images_cache/PP126440.jpg,38
MAKEUP,FACE,PP148867,HIGHLIGHTER-PUDER MAXI-FORMAT,https://www.chanel.com/de/make-up/p/148869/les-symboles-de-chanel-les-perles-highlighter-puder-maxi-format/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.43,h_0.43,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/les-symboles-de-chanel-les-perles-oversize-illuminating-powder-pearly-white-0-49oz--packshot-default-148869-9522827362334.jpg",85.0,highlighter-puder maxi-format,29,images_cache/PP148867.jpg,16
MAKEUP,LIPS,PP173512,SATINIERTER LIPPENSTIFT NACHFÜLLUNG,https://www.chanel.com/de/make-up/p/173512/31-le-rouge-la-recharge-satinierter-lippenstift-nachfuellung/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.38,h_0.38,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/31-le-rouge-refill-satin-lipstick-1-rouge-beige-0-11oz--packshot-default-173512-9532289351710.jpg",75.0,satinierter lippenstift nachfüllung,35,images_cache/PP173512.jpg,19
MAKEUP,EYES,PP187600,KHÔL-SCHMINKSTIFT FÜR DIE AUGEN,https://www.chanel.com/de/make-up/p/187615/le-crayon-khol-khol-schminkstift-fuer-die-augen/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.62,h_0.62,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/le-crayon-khol-intense-eye-pencil-61-noir-0-05oz--packshot-default-187615-8851721912350.jpg",28.0,khôl-schminkstift für die augen,31,images_cache/PP187600.jpg,15
MAKEUP,EYES,PP191810,MASCARA FÜR VOLUMEN UND LÄNGE<br>3D-GEDRUCKTE BÜRSTE,https://www.chanel.com/de/make-up/p/191810/le-volume-stretch-de-chanel-mascara-fuer-volumen-und-laenge-3d-gedruckte-buerste/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/w_0.43,h_0.43,c_crop/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/le-volume-stretch-de-chanel-volume-and-length-mascara-3d-printed-brush-10-noir-0-21oz--packshot-default-191810-8825045352478.jpg",40.0,mascara für volumen und länge<br>3d-gedruckte bürste,52,images_cache/PP191810.jpg,15
FASHION,READY-TO-WEAR,PP74333C67158,Lammfell & für den Skisport geeigneter Satin  Schwarz & Fuchsia,https://www.chanel.com/de/mode/p/P74333C67158NQ401/weste-lammfell-fuer-den-skisport-geeigneter-satin/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/vest-black-fuchsia-shearling-lambskin-technical-satin-shearling-lambskin-technical-satin-packshot-default-p74333c67158nq401-9533920772126.jpg",8000.0,lammfell & für den skisport geeigneter satin  schwarz & fuchsia,63,images_cache/PP74333C67158.jpg,28
FASHION,READY-TO-WEAR,PP74342V66902,Stretch-Satin  Dunkelrosa,https://www.chanel.com/de/mode/p/P74342V66902NO892/blouson-stretch-satin/,"https://res.cloudinary.com/dwayrkp5z/image/fetch/h_400,w_400,c_fill_pad,g_auto,e_trim/https://www.chanel.com/images//t_one/q_auto:good,f_auto,fl_lossy,dpr_1.1/w_620/blouson-dark-pink-stretch-satin-stretch-satin-packshot-default-p74342v66902no892-9533923196958.jpg",6700.0,stretch-satin  dunkelrosa,25,images_cache/PP74342V66902.jpg,28
